duration,audio,sampling_rate,text,normalized_text,speaker
0,./archive/bible/audio_1_24_segment_ch1.mp3.wav,44100,وملي فاق يوسف من النعاس دار كما وصاه ملاك الرب وتزوج بمريم.,وملي فاق يوسف من النعاس دار كما وصاه ملاك الرب وتزوج بمريم,2
0,./archive/bible/audio_2_1_segment_ch1.mp3.wav,44100,وملي تزاد يسوع فبيت لحم اللي فبلاد اليهودية فعهد الملك هيرودس جاو من الشرق لاورشليم شي علما د النجوم.,وملي تزاد يسوع فبيت لحم اللي فبلاد اليهودية فعهد الملك هيرودس جاو من الشرق لاورشليم شي علما د النجوم,2
0,./archive/bible/audio_2_2_segment_ch1.mp3.wav,44100,كيسولو فين هو ملك ليهود اللي تزاد حيت شفنا النجمة ديالو طالعة فالشرق وجينا باش نسجدو ليه.,كيسولو فين هو ملك ليهود اللي تزاد حيت شفنا النجمة ديالو طالعة فالشرق وجينا باش نسجدو ليه,2
0,./archive/bible/audio_2_4_segment_ch1.mp3.wav,44100,وناض جمع الرؤسا د رجال الدين والعلما د الشرع كلهم وسولهم فين غيتولد المسيح.,وناض جمع الرؤسا د رجال الدين والعلما د الشرع كلهم وسولهم فين غيتولد المسيح,2
0,./archive/bible/audio_2_5_segment_ch1.mp3.wav,44100,وجاوبوه فبيت لحم اللي فبلاد اليهودية حيت هادشي اللي كتب عليه النبي ملي ݣال.,وجاوبوه فبيت لحم اللي فبلاد اليهودية حيت هادشي اللي كتب عليه النبي ملي گال,2
0,./archive/bible/audio_2_6_segment_ch1.mp3.wav,44100,ونت ا بيت لحم اللي فبلاد يهودا.,ونت ا بيت لحم اللي فبلاد يهودا,2
0,./archive/bible/audio_2_7_segment_ch1.mp3.wav,44100,ومن بعد صيفط هيرودس على العلما د النجوم فالسر وتحقق منهم على الوقت اللي بانت فيه النجمة.,ومن بعد صيفط هيرودس على العلما د النجوم فالسر وتحقق منهم على الوقت اللي بانت فيه النجمة,2
0,./archive/bible/audio_2_9_segment_ch1.mp3.wav,44100,وملي سمعو كلام الملك مشاو وهي تبان ليهم النجمة اللي كانو شافوها فالشرق وبقات غادية قدامهم حتى وصلات للموضع فين كان الولد ووقفات.,وملي سمعو كلام الملك مشاو وهي تبان ليهم النجمة اللي كانو شافوها فالشرق وبقات غادية قدامهم حتى وصلات للموضع فين كان الولد ووقفات,2
0,./archive/bible/audio_2_11_segment_ch1.mp3.wav,44100,وملي دخلو للدار شافو الولد ومو مريم وهم يركعو وسجدو ليه وحلو صنادقهم وهداو ليه الدهب واللبان والمسك الحر.,وملي دخلو للدار شافو الولد ومو مريم وهم يركعو وسجدو ليه وحلو صنادقهم وهداو ليه الدهب واللبان والمسك الحر,2
0,./archive/bible/audio_2_12_segment_ch1.mp3.wav,44100,وملي نبهم الرب فالمنام باش ما يرجعوش لعند هيرودس شدو طريق خرى ورجعو لبلادهم.,وملي نبهم الرب فالمنام باش ما يرجعوش لعند هيرودس شدو طريق خرى ورجعو لبلادهم,2
0,./archive/bible/audio_2_13_segment_ch1.mp3.wav,44100,ومن بعدما مشاو العلما بان ملاك الرب ليوسف فالمنام وݣال ليه نوض وخد الولد ومو وهرب لمصر وبقى تم حتى نݣول ليك وقتاش خاصك ترجع حيت هيرودس غادي يقلب على الولد باش يقتلو.,ومن بعدما مشاو العلما بان ملاك الرب ليوسف فالمنام وگال ليه نوض وخد الولد ومو وهرب لمصر وبقى تم حتى نگول ليك وقتاش خاصك ترجع حيت هيرودس غادي يقلب على الولد باش يقتلو,2
0,./archive/bible/audio_2_15_segment_ch1.mp3.wav,44100,وبقى تم حتى مات هيرودس باش يتحقق كلام الرب على لسان النبي اللي ݣال من مصر عيطت على ولدي.,وبقى تم حتى مات هيرودس باش يتحقق كلام الرب على لسان النبي اللي گال من مصر عيطت على ولدي,2
0,./archive/bible/audio_2_16_segment_ch1.mp3.wav,44100,وملي شاف هيرودس بلي العلما د النجوم لعبو بيه تقلق بزاف وامر باش يتقتلو ݣاع الدراري اللي فبيت لحم والنواحي ديالها من ولد عامين للتحت حيت هادي هي المدة اللي دازت على الوقت اللي عرفو من العلما د النجوم.,وملي شاف هيرودس بلي العلما د النجوم لعبو بيه تقلق بزاف وامر باش يتقتلو گاع الدراري اللي فبيت لحم والنواحي ديالها من ولد عامين للتحت حيت هادي هي المدة اللي دازت على الوقت اللي عرفو من العلما د النجوم,2
0,./archive/bible/audio_2_17_segment_ch1.mp3.wav,44100,وهكا تحقق كلام الرب على لسان النبي ارميا اللي ݣال.,وهكا تحقق كلام الرب على لسان النبي ارميا اللي گال,2
0,./archive/bible/audio_2_19_segment_ch1.mp3.wav,44100,وملي مات هيرودس بان ملاك الرب ليوسف فالمنام وهو فمصر.,وملي مات هيرودس بان ملاك الرب ليوسف فالمنام وهو فمصر,2
0,./archive/bible/audio_2_20_segment_ch1.mp3.wav,44100,وݣال ليه نوض خد الولد ومو ورجع لبلاد اسرائيل حيت هادوك اللي كانو باغيين يقتلو الولد ماتو.,وگال ليه نوض خد الولد ومو ورجع لبلاد اسرائيل حيت هادوك اللي كانو باغيين يقتلو الولد ماتو,2
0,./archive/bible/audio_2_21_segment_ch1.mp3.wav,44100,وناض يوسف وخدا الولد ومو ورجع لبلاد اسرائيل.,وناض يوسف وخدا الولد ومو ورجع لبلاد اسرائيل,2
0,./archive/bible/audio_2_22_segment_ch1.mp3.wav,44100,ولكن ملي سمع بلي ارخيلاوس ولى كيحكم فبلاد اليهودية فبلاصة هيرودس باه خاف يرجع لتم وحيت نبهو الله فالمنام مشى لجوايه الجليل.,ولكن ملي سمع بلي ارخيلاوس ولى كيحكم فبلاد اليهودية فبلاصة هيرودس باه خاف يرجع لتم وحيت نبهو الله فالمنام مشى لجوايه الجليل,2
0,./archive/bible/audio_2_23_segment_ch1.mp3.wav,44100,وجا لواحد المدينة سميتها الناصرة وسكن فيها باش يتحقق كلام الله على لسان الانبيا اللي ݣالو غادي يتسمى ناصري.,وجا لواحد المدينة سميتها الناصرة وسكن فيها باش يتحقق كلام الله على لسان الانبيا اللي گالو غادي يتسمى ناصري,2
0,./archive/bible/audio_3_1_segment_ch1.mp3.wav,44100,وفديك ليام جا يوحنا المعمدان للصحرا ديال بلاد اليهودية كيخبر الناس.,وفديك ليام جا يوحنا المعمدان للصحرا ديال بلاد اليهودية كيخبر الناس,2
0,./archive/bible/audio_3_3_segment_ch1.mp3.wav,44100,وهادا هو الراجل اللي تكلم عليه النبي اشعيا ملي ݣال.,وهادا هو الراجل اللي تكلم عليه النبي اشعيا ملي گال,2
0,./archive/bible/audio_3_5_segment_ch1.mp3.wav,44100,وكانو الناس كيجيو لعندو من اورشليم ومن بلاد اليهودية كلها وݣاع النواحي ديال واد الاردن.,وكانو الناس كيجيو لعندو من اورشليم ومن بلاد اليهودية كلها وگاع النواحي ديال واد الاردن,2
0,./archive/bible/audio_3_6_segment_ch1.mp3.wav,44100,وتعمدو فواد الاردن على يدو وهم كيعترفو بدنوبهم.,وتعمدو فواد الاردن على يدو وهم كيعترفو بدنوبهم,2
0,./archive/bible/audio_3_7_segment_ch1.mp3.wav,44100,وملي شاف يوحنا بزاف د الناس من الفريسيين والصدوقيين كيجيو لعندو باش يعمدهم ݣال ليهم ا تريكة اللفاعي شكون اللي نبهكم باش تهربو من غضب الله اللي جاي.,وملي شاف يوحنا بزاف د الناس من الفريسيين والصدوقيين كيجيو لعندو باش يعمدهم گال ليهم ا تريكة اللفاعي شكون اللي نبهكم باش تهربو من غضب الله اللي جاي,2
0,./archive/bible/audio_3_8_segment_ch1.mp3.wav,44100,ايوا بينو التوبة ديالكم باعمالكم المزيانة.,ايوا بينو التوبة ديالكم باعمالكم المزيانة,2
0,./archive/bible/audio_3_9_segment_ch1.mp3.wav,44100,وما تبداوش تݣولو مع راسكم بانا هو ابراهيم نݣول ليكم راه الله قادر باش يدير من هاد الحجر ولاد لابراهيم.,وما تبداوش تگولو مع راسكم بانا هو ابراهيم نگول ليكم راه الله قادر باش يدير من هاد الحجر ولاد لابراهيم,2
0,./archive/bible/audio_3_11_segment_ch1.mp3.wav,44100,انا غادي نعمدكم بالما باش توبو ولكن اللي غادي يجي من بعد مني هو قوى مني وما نستاهلش نحيد حتى صباطو هو غادي يعمدكم بالروح القدس والعافية.,انا غادي نعمدكم بالما باش توبو ولكن اللي غادي يجي من بعد مني هو قوى مني وما نستاهلش نحيد حتى صباطو هو غادي يعمدكم بالروح القدس والعافية,2
0,./archive/bible/audio_3_12_segment_ch1.mp3.wav,44100,وفيدو المدرة غيدري بيها دراسو وغيجمع الݣمح فخزاينو اما التبن راه غيحرقو بالعافية اللي عمرها ما غتطفا.,وفيدو المدرة غيدري بيها دراسو وغيجمع الگمح فخزاينو اما التبن راه غيحرقو بالعافية اللي عمرها ما غتطفا,2
0,./archive/bible/audio_3_13_segment_ch1.mp3.wav,44100,ومن بعد جا يسوع من الجليل حتى لواد الاردن لعند يوحنا باش يعمده.,ومن بعد جا يسوع من الجليل حتى لواد الاردن لعند يوحنا باش يعمده,2
0,./archive/bible/audio_3_14_segment_ch1.mp3.wav,44100,ولكن يوحنا ما خلاهش وݣال ليه انا اللي محتاج ليك تعمدني ونت جاي لعندي نعمدك.,ولكن يوحنا ما خلاهش وگال ليه انا اللي محتاج ليك تعمدني ونت جاي لعندي نعمدك,2
0,./archive/bible/audio_3_16_segment_ch1.mp3.wav,44100,وغير تعمد يسوع طلع من الما وهم يتحلو السماوات وشاف روح الله نازل بحال الحمامة وتحط عليه.,وغير تعمد يسوع طلع من الما وهم يتحلو السماوات وشاف روح الله نازل بحال الحمامة وتحط عليه,2
0,./archive/bible/audio_3_17_segment_ch1.mp3.wav,44100,وتسمع صوت من السماوات كيݣول هادا هو ولدي العزيز اللي بيه فرحت بزاف.,وتسمع صوت من السماوات كيگول هادا هو ولدي العزيز اللي بيه فرحت بزاف,2
0,./archive/bible/audio_4_1_segment_ch1.mp3.wav,44100,ومن بعد دا روح الله يسوع للصحرا باش يجربو ابليس.,ومن بعد دا روح الله يسوع للصحرا باش يجربو ابليس,2
0,./archive/bible/audio_4_3_segment_ch1.mp3.wav,44100,وجا عندو ابليس اللي كيجرب وݣال ليه الا كنت ولد الله ݣول لهاد الحجر يولي خبز.,وجا عندو ابليس اللي كيجرب وگال ليه الا كنت ولد الله گول لهاد الحجر يولي خبز,2
0,./archive/bible/audio_4_4_segment_ch1.mp3.wav,44100,وهو يرد عليه يسوع مكتوب فكتاب الله ماشي غير بالخبز بوحدو كيعيش بنادم ولكن كيعيش بكل كلمة كيݣولها الله.,وهو يرد عليه يسوع مكتوب فكتاب الله ماشي غير بالخبز بوحدو كيعيش بنادم ولكن كيعيش بكل كلمة كيگولها الله,2
0,./archive/bible/audio_4_5_segment_ch1.mp3.wav,44100,ومن بعد داه ابليس لمدينة اورشليم المقدسة ووقفو على بلاصة عالية فوق بيت الله.,ومن بعد داه ابليس لمدينة اورشليم المقدسة ووقفو على بلاصة عالية فوق بيت الله,2
0,./archive/bible/audio_4_7_segment_ch1.mp3.wav,44100,وجاوبو يسوع مكتوب فكتاب الله تاني ما تجربش الرب الاهك.,وجاوبو يسوع مكتوب فكتاب الله تاني ما تجربش الرب الاهك,2
0,./archive/bible/audio_4_8_segment_ch1.mp3.wav,44100,ومن بعد طلعو ابليس لواحد الجبل عالي بزاف ووراه ݣاع المملكات ديال الدنيا والعز ديالهم.,ومن بعد طلعو ابليس لواحد الجبل عالي بزاف ووراه گاع المملكات ديال الدنيا والعز ديالهم,2
0,./archive/bible/audio_4_9_segment_ch1.mp3.wav,44100,وݣال ليه ݣاع هادشي غادي نعطيه ليك الا سجدتي لي وعبدتيني.,وگال ليه گاع هادشي غادي نعطيه ليك الا سجدتي لي وعبدتيني,2
0,./archive/bible/audio_4_11_segment_ch1.mp3.wav,44100,ومن بعد هادشي خلاه ابليس وجاو شي ملايكة كيتسخرو عليه.,ومن بعد هادشي خلاه ابليس وجاو شي ملايكة كيتسخرو عليه,2
0,./archive/bible/audio_4_12_segment_ch1.mp3.wav,44100,وملي سمع يسوع بلي يوحنا المعمدان تشد فالحبس رجع بحالو للجليل.,وملي سمع يسوع بلي يوحنا المعمدان تشد فالحبس رجع بحالو للجليل,2
0,./archive/bible/audio_4_13_segment_ch1.mp3.wav,44100,وخلا الناصرة ومشى سكن فكفرناحوم اللي حدا بحر الجليل فبلاد زبولون ونفتالي.,وخلا الناصرة ومشى سكن فكفرناحوم اللي حدا بحر الجليل فبلاد زبولون ونفتالي,2
0,./archive/bible/audio_4_14_segment_ch1.mp3.wav,44100,وهكا تحقق داكشي اللي ݣال النبي اشعيا.,وهكا تحقق داكشي اللي گال النبي اشعيا,2
0,./archive/bible/audio_4_15_segment_ch1.mp3.wav,44100,ا بلاد زبولون وبلاد نفتالي.,ا بلاد زبولون وبلاد نفتالي,2
0,./archive/bible/audio_4_18_segment_ch1.mp3.wav,44100,وملي كان يسوع غادي على جنب بحر الجليل شاف جوج د الخوت سمعان اللي مكني بطرس وخوه اندراوس كيرميو الشبكة فالبحر علاحقاش كانو صيادا د الحوت.,وملي كان يسوع غادي على جنب بحر الجليل شاف جوج د الخوت سمعان اللي مكني بطرس وخوه اندراوس كيرميو الشبكة فالبحر علاحقاش كانو صيادا د الحوت,2
0,./archive/bible/audio_4_19_segment_ch1.mp3.wav,44100,وݣال ليهم يسوع تبعوني وانا نردكم صيادا ديال الناس.,وگال ليهم يسوع تبعوني وانا نردكم صيادا ديال الناس,2
0,./archive/bible/audio_4_20_segment_ch1.mp3.wav,44100,وديك الساعة خلاو الشباك ديالهم وتبعوه.,وديك الساعة خلاو الشباك ديالهم وتبعوه,2
0,./archive/bible/audio_4_21_segment_ch1.mp3.wav,44100,ومن بعد مشى من تم وشاف جوج د الخوت خرين هم يعقوب بن زبدي وخوه يوحنا مع باهم زبدي فواحد الفلوكة كيصلحو الشباك ديالهم وغير عيط عليهم.,ومن بعد مشى من تم وشاف جوج د الخوت خرين هم يعقوب بن زبدي وخوه يوحنا مع باهم زبدي فواحد الفلوكة كيصلحو الشباك ديالهم وغير عيط عليهم,2
0,./archive/bible/audio_4_22_segment_ch1.mp3.wav,44100,وهم يخليو الفلوكة وباهم وتبعو يسوع.,وهم يخليو الفلوكة وباهم وتبعو يسوع,2
0,./archive/bible/audio_4_23_segment_ch1.mp3.wav,44100,ومشى يسوع لكل موضع فبلاد الجليل كيعلم فديور الصلاة اللي تم وكيخبر بالبشارة ديال مملكة الله وكيشافي الناس من كل مرض وكل ضعف.,ومشى يسوع لكل موضع فبلاد الجليل كيعلم فديور الصلاة اللي تم وكيخبر بالبشارة ديال مملكة الله وكيشافي الناس من كل مرض وكل ضعف,2
0,./archive/bible/audio_4_25_segment_ch1.mp3.wav,44100,وتبعوه بزاف د الجماعات من الجليل والمدون العشرة واورشليم وبلاد اليهودية ومن الجهة لخرى ديال واد الاردن.,وتبعوه بزاف د الجماعات من الجليل والمدون العشرة واورشليم وبلاد اليهودية ومن الجهة لخرى ديال واد الاردن,2
0,./archive/bible/audio_5_1_segment_ch1.mp3.wav,44100,وملي شاف يسوع الجماعات د الناس طلع للجبل وملي ݣلس جاو لعندو التلامد ديالو.,وملي شاف يسوع الجماعات د الناس طلع للجبل وملي گلس جاو لعندو التلامد ديالو,2
0,./archive/bible/audio_5_2_segment_ch1.mp3.wav,44100,وبدا كيعلمهم وݣال.,وبدا كيعلمهم وگال,2
0,./archive/bible/audio_5_4_segment_ch1.mp3.wav,44100,سعدات اللي كيبكيو حيت الله غادي يواسيهم.,سعدات اللي كيبكيو حيت الله غادي يواسيهم,2
0,./archive/bible/audio_5_6_segment_ch1.mp3.wav,44100,سعدات هادوك اللي جيعانين وعطشانين لطاعة الله حيت غادي يشبعو.,سعدات هادوك اللي جيعانين وعطشانين لطاعة الله حيت غادي يشبعو,2
0,./archive/bible/audio_5_8_segment_ch1.mp3.wav,44100,سعدات هادوك اللي قلبهم نقي حيت غادي يشوفو الله.,سعدات هادوك اللي قلبهم نقي حيت غادي يشوفو الله,2
0,./archive/bible/audio_5_9_segment_ch1.mp3.wav,44100,سعدات هادوك اللي كيعاونو الناس يعيشو فالهنا حيت غادي يتسماو ولاد الله.,سعدات هادوك اللي كيعاونو الناس يعيشو فالهنا حيت غادي يتسماو ولاد الله,2
0,./archive/bible/audio_5_10_segment_ch1.mp3.wav,44100,سعدات هادوك اللي كيتعداو عليهم علاحقاش تابعين طريق الحق حيت ليهم مملكة السماوات.,سعدات هادوك اللي كيتعداو عليهم علاحقاش تابعين طريق الحق حيت ليهم مملكة السماوات,2
0,./archive/bible/audio_5_11_segment_ch1.mp3.wav,44100,وسعداتكم الا عايروكم الناس وتعداو عليكم وݣالو فيكم ݣاع الهضرة الخايبة بالكدوب على ودي.,وسعداتكم الا عايروكم الناس وتعداو عليكم وگالو فيكم گاع الهضرة الخايبة بالكدوب على ودي,2
0,./archive/bible/audio_5_12_segment_ch1.mp3.wav,44100,فرحو وطيرو بالفرحة علاحقاش اجركم عظيم فالسماوات حيت راه بحال هكا تعداو على الانبيا اللي قبل منكم.,فرحو وطيرو بالفرحة علاحقاش اجركم عظيم فالسماوات حيت راه بحال هكا تعداو على الانبيا اللي قبل منكم,2
0,./archive/bible/audio_5_14_segment_ch1.mp3.wav,44100,نتم نور الدنيا ما يمكنش لمدينة فوق جبل تضرݣ.,نتم نور الدنيا ما يمكنش لمدينة فوق جبل تضرگ,2
0,./archive/bible/audio_5_15_segment_ch1.mp3.wav,44100,وما كاينش شي واحد كيشعل القنديل وكيحطو تحت السطل د العبار ولكن كيتحط فبلاصتو باش يضوي على كل من كاين فالدار.,وما كاينش شي واحد كيشعل القنديل وكيحطو تحت السطل د العبار ولكن كيتحط فبلاصتو باش يضوي على كل من كاين فالدار,2
0,./archive/bible/audio_5_16_segment_ch1.mp3.wav,44100,وهكا خليو النور ديالكم يضوي قدام الناس باش يشوفو الاعمال ديالكم المزيانة ويعطيو العز لباكم اللي فالسماوات.,وهكا خليو النور ديالكم يضوي قدام الناس باش يشوفو الاعمال ديالكم المزيانة ويعطيو العز لباكم اللي فالسماوات,2
0,./archive/bible/audio_5_17_segment_ch1.mp3.wav,44100,ما يحسابش ليكم بلي جيت باش نحيد الشرع ديال موسى ولا كتب الانبيا ما جيتش باش نحيدهم ولكن جيت باش نكملهم.,ما يحسابش ليكم بلي جيت باش نحيد الشرع ديال موسى ولا كتب الانبيا ما جيتش باش نحيدهم ولكن جيت باش نكملهم,2
0,./archive/bible/audio_5_19_segment_ch1.mp3.wav,44100,راه اللي ما دارش بشي وحدة من هاد الوصيات الصغار وعلم الناس يديرو بحالو غادي يكون هو الصغير فمملكة السماوات واللي دار بيها وعلمها للناس غادي يكون كبير فمملكة السماوات.,راه اللي ما دارش بشي وحدة من هاد الوصيات الصغار وعلم الناس يديرو بحالو غادي يكون هو الصغير فمملكة السماوات واللي دار بيها وعلمها للناس غادي يكون كبير فمملكة السماوات,2
0,./archive/bible/audio_5_20_segment_ch1.mp3.wav,44100,وكنݣول ليكم الا ما كانتش الطاعة ديالكم كتر من ديال العلما د الشرع والفريسيين راه عمركم ما غادي تدخلو لمملكة السماوات.,وكنگول ليكم الا ما كانتش الطاعة ديالكم كتر من ديال العلما د الشرع والفريسيين راه عمركم ما غادي تدخلو لمملكة السماوات,2
0,./archive/bible/audio_5_21_segment_ch1.mp3.wav,44100,راكم سمعتو بلي تݣال للناس اللولين ما تقتلش واللي قتل خاص يتحكم عليه.,راكم سمعتو بلي تگال للناس اللولين ما تقتلش واللي قتل خاص يتحكم عليه,2
0,./archive/bible/audio_5_22_segment_ch1.mp3.wav,44100,ولكن انا كنݣول ليكم ݣاع اللي تقلق على خوه خاص يتحكم عليه واللي ݣال لخوه ا اللي ما فيك فايدة خاص يتحكم عليه فالمحكمة الكبيرة واللي ݣال لخوه ا الحمق يستاهل نار جهنم.,ولكن انا كنگول ليكم گاع اللي تقلق على خوه خاص يتحكم عليه واللي گال لخوه ا اللي ما فيك فايدة خاص يتحكم عليه فالمحكمة الكبيرة واللي گال لخوه ا الحمق يستاهل نار جهنم,2
0,./archive/bible/audio_5_23_segment_ch1.mp3.wav,44100,والا جبتي هديتك وحطيتها على المدبح وتم تفكرتي بلي فيك الحق من جهة خوك.,والا جبتي هديتك وحطيتها على المدبح وتم تفكرتي بلي فيك الحق من جهة خوك,2
0,./archive/bible/audio_5_24_segment_ch1.mp3.wav,44100,خلي هديتك قدام المدبح وسير حتى تتصالح مع خوك فاللول عاد اجي عطي هديتك.,خلي هديتك قدام المدبح وسير حتى تتصالح مع خوك فاللول عاد اجي عطي هديتك,2
0,./archive/bible/audio_5_25_segment_ch1.mp3.wav,44100,تصالح مع اللي مداعي معاك ماحدكم باقيين فالطريق للمحكمة قبل ما يديك للقاضي والقاضي يحطك فيد المخزني والمخزني يدخلك للحبس.,تصالح مع اللي مداعي معاك ماحدكم باقيين فالطريق للمحكمة قبل ما يديك للقاضي والقاضي يحطك فيد المخزني والمخزني يدخلك للحبس,2
0,./archive/bible/audio_5_26_segment_ch1.mp3.wav,44100,نݣول ليك الحق راك ما غتخرج من تم حتى تخلص الريال اللخر اللي عليك.,نگول ليك الحق راك ما غتخرج من تم حتى تخلص الريال اللخر اللي عليك,2
0,./archive/bible/audio_5_27_segment_ch1.mp3.wav,44100,وسمعتو بلي تݣال ما تفسدش.,وسمعتو بلي تگال ما تفسدش,2
0,./archive/bible/audio_5_28_segment_ch1.mp3.wav,44100,ولكن انا كنݣول ليكم ݣاع اللي شاف شي مراة باش يتشهاها راه هو فسد معاها فقلبو.,ولكن انا كنگول ليكم گاع اللي شاف شي مراة باش يتشهاها راه هو فسد معاها فقلبو,2
0,./archive/bible/audio_5_29_segment_ch1.mp3.wav,44100,والا كانت عينك ليمنى كتطيحك فالدنب حيدها ورميها عليك علاحقاش اللهم تخسر طرف من داتك ولا ترمى داتك كلها فجهنم.,والا كانت عينك ليمنى كتطيحك فالدنب حيدها ورميها عليك علاحقاش اللهم تخسر طرف من داتك ولا ترمى داتك كلها فجهنم,2
